Title,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Long Shot: The Dice Game ,348,2022,5590,7.69227,7.10805,1.15474,1.9204,113,22305,3,1,8,4,6.0,108,Family ,53,7.2473,"Betting and Bluffing
Dice Rolling
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Victory Points as a Resource
",Unknown,,,,,,
Neuroshima Hex! 3.0 ,349,2006,14770,7.39194,7.10802,1.39716,2.6147,872,71923,2,2,4,2,2.0,371,Strategy ,265,7.12645,"Area Majority / Influence
Connections
Grid Movement
Hand Management
Hexagon Grid
Line of Sight
",$36.34,,,,,,
Bärenpark ,350,2017,17851,7.3098,7.10767,1.08432,1.6618,408,79718,11,2,4,4,4.0,218,Family ,65,7.15872,"Grid Coverage
Open Drafting
Set Collection
Tile Placement
",$44.99,,,,,,
Sid Meier's Civilization: The Board Game ,351,2010,15643,7.37757,7.10676,1.50314,3.8978,1135,22676,10,2,4,4,4.0,358,Strategy ,254,7.13588,"Deck, Bag, and Pool Building
Grid Movement
Hand Management
Modular Board
Open Drafting
Rock-Paper-Scissors
",$119.00,,,,,,
Mission: Red Planet (Second Edition) ,352,2015,10991,7.41428,7.10613,1.18587,2.2099,262,21355,0,3,6,4,4.0,165,Strategy ,238,7.163,"Action Retrieval
Area Majority / Influence
Area Movement
Hand Management
Simultaneous Action Selection
Take That
",$35.99,,,,,,
The King Is Dead: Second Edition ,353,2020,5890,7.67323,7.10582,1.16356,2.1207,174,16120,1,2,4,3,3.0,160,War ,71,7.3018,"Area Majority / Influence
Campaign / Battle Card Driven
Communication Limits
Hand Management
Map Reduction
Team-Based Game
",$40.00,Strategy ,216,7.21918,,,
Letters from Whitechapel ,354,2011,15667,7.35474,7.10253,1.36106,2.646,644,26668,1,2,6,2,2.0,418,Thematic,106,7.13374,"Hidden Movement
Memory
Point to Point Movement
Secret Unit Deployment
Team-Based Game
",$81.49,Strategy ,270,7.12103,,,
Chinatown ,355,1999,10807,7.41908,7.10219,1.3471,2.25,536,22002,3,4,5,5,5.0,179,Strategy ,246,7.15416,"Enclosure
Income
Investment
Negotiation
Set Collection
Tile Placement
",Unknown,,,,,,
Dixit ,356,2008,61780,7.21054,7.10046,1.38421,1.2007,2282,166163,29,4,8,5,6.0,783,Party ,24,7.09369,"Race
Storytelling
Targeted Clues
Voting
",$44.87,,,,,,
Mysterium ,357,2015,41528,7.23265,7.09513,1.38279,1.8999,889,105653,21,3,7,5,6.0,428,Thematic,122,7.07271,"Communication Limits
Cooperative Game
Deduction
Finale Ending
Hand Management
Pattern Recognition
",$43.99,Family ,89,7.08853,,,
Harry Potter: Hogwarts Battle ,358,2016,17804,7.38346,7.09396,1.39683,2.0698,387,109071,8,2,4,2,2.0,324,Thematic,125,7.06665,"Cooperative Game
Deck, Bag, and Pool Building
Scenario / Mission / Campaign Game
Variable Player Powers
",$49.95,,,,,,
Takenoko ,359,2011,42924,7.22481,7.09331,1.1956,1.9757,1523,147741,23,2,4,3,3.0,433,Family ,84,7.1041,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Grid Movement
Hexagon Grid
",$41.80,,,,,,
Star Wars: Armada ,360,2015,5363,7.82544,7.09295,1.48323,3.16,225,12968,8,2,2,2,2.0,58,War ,52,7.39192,"Action Queue
Critical Hits and Failures
Dice Rolling
Line of Sight
Movement Template
Simulation
",$95.99,Thematic,61,7.294,,,
Hannibal: Rome vs. Carthage ,361,1996,4952,7.78101,7.09147,1.52287,3.4538,584,7955,6,2,2,2,2.0,99,War ,22,7.62867,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Events
Point to Point Movement
Simulation
",$108.98,,,,,,
Innovation ,362,2010,17859,7.29171,7.08992,1.60903,2.7598,945,129950,4,2,3,2,2.0,527,Strategy ,271,7.11941,"Advantage Token
Hand Management
Layering
Melding and Splaying
Take That
Tech Trees / Tech Tracks
",Unknown,,,,,,
Ghost Stories ,363,2008,20965,7.27602,7.08892,1.42286,2.9039,1041,67305,5,1,4,4,4.0,376,Strategy ,283,7.09852,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Move Through Deck
Solo / Solitaire Game
",Unknown,,,,,,
Agricola: All Creatures Big and Small ,364,2012,13524,7.34346,7.08835,1.22443,2.3492,590,45336,7,2,2,2,2.0,135,Strategy ,264,7.12818,"Automatic Resource Growth
Enclosure
Increase Value of Unchosen Resources
Tile Placement
Worker Placement
",$39.99,,,,,,
The Resistance ,365,2009,39925,7.22509,7.08776,1.47181,1.5949,1543,162190,3,5,10,7,7.0,485,Party ,30,7.04621,"Hidden Roles
Memory
Roles with Asymmetric Information
Simultaneous Action Selection
Team-Based Game
Traitor Game
",$24.78,,,,,,
51st State: Master Set ,366,2016,6624,7.60982,7.08763,1.30723,2.8957,230,22050,1,1,4,2,2.0,170,Strategy ,226,7.19187,"Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
Worker Placement
",$157.09,,,,,,
Gizmos ,367,2018,11657,7.39087,7.08719,1.14551,2.0094,212,69575,9,2,4,3,3.0,128,Strategy ,255,7.13516,"Action Queue
Contracts
Open Drafting
",$50.37,Family ,64,7.15955,,,
Altiplano ,368,2017,8775,7.48034,7.08571,1.26535,3.2997,297,26084,6,2,4,3,3.0,168,Strategy ,236,7.1678,"Action Points
Contracts
Deck, Bag, and Pool Building
Modular Board
Open Drafting
Tile Placement
",$51.52,,,,,,
Imperium: Classics ,369,2021,5592,7.72411,7.08498,1.41672,3.5642,296,24309,6,1,2,1,2.0,284,Strategy ,221,7.20147,"Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Market
Move Through Deck
Scenario / Mission / Campaign Game
",$41.39,,,,,,
Ginkgopolis ,370,2012,7436,7.50795,7.08391,1.27594,2.9075,389,31550,4,1,4,2,3.0,205,Strategy ,228,7.18573,"Area Majority / Influence
Layering
Multi-Use Cards
Open Drafting
Simultaneous Action Selection
Solo / Solitaire Game
",$64.99,,,,,,
Skull King ,371,2013,8505,7.50234,7.08385,1.32489,1.6866,201,58979,1,3,6,5,6.0,147,Family ,60,7.18048,"Predictive Bid
Rock-Paper-Scissors
Trick-taking
",$16.99,,,,,,
Tiletum ,372,2022,3708,7.97926,7.08306,1.18393,3.4091,198,11481,3,1,3,2,3.0,172,Strategy ,201,7.25816,"Action Points
Contracts
Dice Rolling
End Game Bonuses
Point to Point Movement
Set Collection
",$59.99,,,,,,
Mage Wars Arena ,373,2012,7815,7.58822,7.08126,1.61557,3.6816,534,15435,4,2,2,2,2.0,149,Customizable,14,7.30594,"Deck Construction
Dice Rolling
Grid Movement
Line of Sight
Simultaneous Action Selection
Square Grid
",Unknown,,,,,,
Raiders of Scythia ,374,2020,4781,7.78753,7.07665,1.18136,2.7198,182,12380,0,1,4,3,3.0,159,Strategy ,222,7.1999,"Contracts
Dice Rolling
Hand Management
Open Drafting
Solo / Solitaire Game
Variable Player Powers
",$47.89,,,,,,
San Juan ,375,2004,23514,7.23472,7.07638,1.17781,2.2858,2061,102689,11,2,4,3,3.0,352,Strategy ,287,7.0947,"Action Drafting
Follow
Hand Management
Multi-Use Cards
Set Collection
Variable Phase Order
",$29.99,,,,,,
Blood Bowl: Team Manager – The Card Game ,376,2011,11223,7.38923,7.07499,1.31613,2.3333,627,26311,4,2,4,4,4.0,233,Thematic,95,7.17152,"Area Majority / Influence
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
",Unknown,,,,,,
Newton ,377,2018,6533,7.56415,7.07333,1.2106,3.3887,247,22217,7,1,4,3,3.0,147,Strategy ,229,7.18474,"Action Retrieval
Closed Drafting
Deck, Bag, and Pool Building
End Game Bonuses
Hand Management
Income
",$68.97,,,,,,
Furnace ,378,2020,9149,7.42946,7.07228,1.12121,2.269,197,27004,6,2,4,3,4.0,135,Strategy ,249,7.14245,"Auction Compensation
Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
Open Drafting
",$39.47,,,,,,
Love Letter ,379,2019,8022,7.5218,7.07036,1.30184,1.1386,166,31485,0,3,6,4,4.0,146,Party ,17,7.20818,"Hand Management
Player Elimination
Score-and-Reset Game
",$12.55,Family ,69,7.14865,,,
Notre Dame ,380,2007,13186,7.3193,7.07026,1.2055,2.742,1151,42458,10,2,5,3,4.0,261,Strategy ,262,7.13022,"Area Majority / Influence
Closed Drafting
Point to Point Movement
",$54.99,,,,,,
Carpe Diem ,381,2018,7238,7.52214,7.06968,1.17525,2.5084,238,30656,4,2,4,3,3.0,143,Strategy ,233,7.17229,"Area Movement
Contracts
End Game Bonuses
Open Drafting
Tile Placement
Turn Order: Progressive
",$19.99,,,,,,
Gùgōng ,382,2018,8492,7.45869,7.06832,1.21818,3.0813,369,21943,6,1,5,3,3.0,227,Strategy ,243,7.15611,"Area Majority / Influence
Hand Management
Set Collection
Worker Placement
",$69.95,,,,,,
Abyss ,383,2014,14096,7.32557,7.06657,1.26097,2.324,500,42928,9,2,4,4,4.0,227,Strategy ,286,7.09521,"Auction/Bidding
Hand Management
Memory
Open Drafting
Push Your Luck
Set Collection
",$46.21,,,,,,
The Pillars of the Earth ,384,2006,17634,7.26879,7.06653,1.1883,2.815,1411,31088,21,2,4,4,4.0,316,Strategy ,279,7.10269,"Events
Market
Turn Order: Random
Worker Placement
Worker Placement, Different Worker Types
",$37.55,,,,,,
At the Gates of Loyang ,385,2009,10985,7.36407,7.06521,1.27512,3.1159,647,38116,3,1,4,2,2.0,428,Strategy ,256,7.13491,"Contracts
Income
Loans
Market
Open Drafting
Set Collection
",Unknown,,,,,,
Hegemony: Lead Your Class to Victory ,386,2023,2402,8.51322,7.0632,1.34839,4.1038,260,4926,1,2,4,4,4.0,131,Strategy ,175,7.30592,"Action/Event
Hand Management
Simulation
Variable Player Powers
Voting
",$269.98,,,,,,
So Clover! ,387,2021,5996,7.58463,7.06258,1.16469,1.0971,103,55434,8,2,6,3,4.0,113,Party ,10,7.35609,"Communication Limits
Cooperative Game
",$24.99,,,,,,
Twice as Clever! ,388,2019,8319,7.45604,7.06001,1.16375,2.3062,160,82908,4,1,4,2,2.0,123,Family ,63,7.16468,"Dice Rolling
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game
",$22.69,,,,,,
Pandemic: Fall of Rome ,389,2018,5778,7.63337,7.05898,1.14792,2.4296,135,16190,3,1,5,3,3.0,98,Strategy ,240,7.16051,"Action Points
Cooperative Game
Dice Rolling
Events
Hand Management
Point to Point Movement
",$28.99,,,,,,
Cloudspire ,390,2019,3135,8.19295,7.05745,1.61584,4.3566,272,15101,2,1,4,1,2.0,164,Strategy ,206,7.23791,"Action Queue
Bias
Cooperative Game
Dice Rolling
Events
Hexagon Grid
",$174.94,,,,,,
Flamecraft ,391,2022,9498,7.49053,7.05743,1.339,2.1916,287,28557,3,1,5,3,3.0,166,Strategy ,296,7.07475,"Contracts
End Game Bonuses
Hand Management
Modular Board
Set Collection
Worker Placement
",$37.99,Family ,76,7.12384,,,
Maria ,392,2009,3414,7.98353,7.05559,1.42521,3.5621,290,6332,5,3,3,3,3.0,140,War ,13,7.73735,"Auction/Bidding
Hand Management
Negotiation
Point to Point Movement
Secret Unit Deployment
Simulation
",Unknown,,,,,,
Saint Petersburg ,393,2004,15777,7.27565,7.05516,1.31714,2.4596,1423,80516,11,2,4,4,4.0,303,Strategy ,282,7.09899,"Income
Open Drafting
Set Collection
",Unknown,,,,,,
Evolution: Climate ,394,2016,7726,7.51398,7.05453,1.30079,2.7546,163,15270,2,2,6,4,4.0,119,Strategy ,273,7.11586,"Action Points
Events
Hand Management
Secret Unit Deployment
Simulation
Take That
",$58.50,,,,,,
The Godfather: Corleone's Empire ,395,2017,7376,7.52891,7.05438,1.3287,2.6264,182,14821,2,2,5,4,4.0,149,Strategy ,261,7.13174,"Area Majority / Influence
Auction/Bidding
Hand Management
Memory
Open Drafting
Take That
",$100.48,,,,,,
Downforce ,396,2017,13011,7.31799,7.05403,1.21116,1.728,261,74030,3,2,6,3,3.0,220,Family ,80,7.11814,"Auction/Bidding
Betting and Bluffing
Hand Management
Moving Multiple Units
Predictive Bid
Track Movement
",$39.95,,,,,,
Die Macher ,397,1986,5693,7.59627,7.05283,1.5734,4.3153,777,7393,4,4,5,5,5.0,135,Strategy ,227,7.18666,"Alliances
Area Majority / Influence
Auction/Bidding
Dice Rolling
Hand Management
Simultaneous Action Selection
",Unknown,,,,,,
Endeavor ,398,2009,9467,7.38384,7.05025,1.2261,2.9073,755,23564,11,3,5,4,5.0,238,Strategy ,257,7.13488,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
Tech Trees / Tech Tracks
",$68.08,,,,,,
Sidereal Confluence ,399,2017,4444,7.78158,7.04962,1.62422,3.5325,169,8918,4,4,9,6,6.0,113,Strategy ,225,7.19614,"Auction/Bidding
Negotiation
Real-Time
Tech Trees / Tech Tracks
Trading
Variable Player Powers
",$59.00,,,,,,
Here I Stand ,400,2006,3856,7.88213,7.04623,1.76914,4.1822,516,6653,5,3,3,6,6.0,181,War ,17,7.70162,"Campaign / Battle Card Driven
Dice Rolling
Events
Hand Management
Movement Points
Point to Point Movement
",Unknown,,,,,,
Schotten Totten ,401,1999,10788,7.35095,7.04573,1.20086,1.7044,450,64888,2,2,2,2,2.0,105,Family ,75,7.12554,"Card Play Conflict Resolution
Hand Management
Melding and Splaying
Set Collection
",$14.99,,,,,,
Ticket to Ride: Märklin ,402,2006,9103,7.41214,7.04377,1.24847,2.2427,853,16553,5,2,5,4,4.0,102,Strategy ,278,7.10375,"Hand Management
Network and Route Building
Open Drafting
Point to Point Movement
Set Collection
",Unknown,Family ,74,7.12899,,,
King of Tokyo ,403,2011,68158,7.14206,7.04278,1.3252,1.4876,2744,344452,24,3,6,4,5.0,979,Family ,105,7.03138,"Dice Rolling
Die Icon Resolution
King of the Hill
Open Drafting
Player Elimination
Push Your Luck
",$37.94,,,,,,
Smartphone Inc. ,404,2018,5690,7.5905,7.04186,1.2179,2.75,148,13989,4,3,5,5,5.0,108,Strategy ,241,7.15965,"Action Queue
Area Majority / Influence
Layering
Network and Route Building
Simultaneous Action Selection
Solo / Solitaire Game
",$50.08,,,,,,
Bruxelles 1893 ,405,2013,5388,7.61827,7.04075,1.24583,3.591,335,13343,4,2,5,4,4.0,124,Strategy ,232,7.17256,"Area Majority / Influence
Auction/Bidding
Modular Board
Open Drafting
Worker Placement
",Unknown,,,,,,
In the Year of the Dragon ,406,2007,11839,7.30685,7.04031,1.35392,3.0905,961,31630,6,2,5,4,5.0,273,Strategy ,277,7.10756,"Action Drafting
Events
Hand Management
Turn Order: Stat-Based
Variable Set-up
",$27.66,,,,,,
Tiny Towns ,407,2019,17953,7.24485,7.03866,1.18924,2.0659,334,82339,13,1,5,3,3.0,254,Family ,90,7.08279,"End Game Bonuses
Follow
Grid Coverage
Pattern Building
Player Elimination
Solo / Solitaire Game
",$37.64,,,,,,
Azul: Stained Glass of Sintra ,408,2018,12721,7.3255,7.03855,1.1881,2,252,47681,4,2,4,3,3.0,124,Abstract ,16,7.153,"End Game Bonuses
Modular Board
Open Drafting
Pattern Building
Set Collection
Tile Placement
",$31.99,Family ,86,7.1005,,,
London (Second Edition) ,409,2017,6563,7.52177,7.03801,1.17521,2.7278,180,19097,3,2,4,3,3.0,123,Strategy ,251,7.14001,"Action Queue
Hand Management
Loans
Open Drafting
Take That
",$61.93,,,,,,
San Juan (Second Edition) ,410,2014,7131,7.46183,7.03406,1.13181,2.0824,182,22702,0,2,4,3,3.0,97,Strategy ,266,7.12609,"Action Drafting
Follow
Hand Management
Multi-Use Cards
Set Collection
Variable Phase Order
",$29.99,,,,,,
Project L ,411,2020,7478,7.48544,7.03375,1.12807,1.5602,166,41271,5,1,4,2,3.0,100,Abstract ,12,7.25512,"Action Points
Open Drafting
Pattern Building
Resource Queue
Tile Placement
",$34.99,Family ,73,7.13522,,,
Arkham Horror ,412,2005,38945,7.24036,7.03274,1.70571,3.5823,3852,79331,2,1,6,4,4.0,1091,Thematic,138,7.01358,"Cooperative Game
Dice Rolling
Events
Finale Ending
Hand Management
Lose a Turn
",$149.99,,,,,,
Summoner Wars (Second Edition) ,413,2021,2961,8.17432,7.03237,1.35906,2.5949,79,12265,1,2,2,2,2.0,38,Customizable,4,7.77512,"Action Points
Card Play Conflict Resolution
Deck Construction
Dice Rolling
Die Icon Resolution
Grid Movement
",$48.37,Strategy ,218,7.20882,,,
Civilization ,414,1980,7449,7.49601,7.03114,1.60786,3.6477,755,5296,3,4,7,7,7.0,115,Strategy ,281,7.09957,"Area Majority / Influence
Area Movement
Hand Management
Set Collection
Tech Trees / Tech Tracks
Trading
",Unknown,,,,,,
Dice Forge ,415,2017,20650,7.23196,7.02796,1.23235,1.9744,429,92167,11,2,4,4,4.0,252,Family ,96,7.06019,"Deck, Bag, and Pool Building
Dice Rolling
Open Drafting
Random Production
",$47.82,,,,,,
Codenames: Pictures ,416,2016,21560,7.19945,7.026,1.2743,1.2368,304,93706,6,4,8,6,6.0,186,Party ,26,7.07626,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",$24.99,,,,,,
Star Wars: The Deckbuilding Game ,417,2023,3637,7.97625,7.02489,1.17861,2.0095,105,18919,0,2,2,2,2.0,60,Strategy ,245,7.15487,"Deck, Bag, and Pool Building
Open Drafting
Tug of War
",$30.49,,,,,,
Nippon ,418,2015,4840,7.65083,7.02488,1.21718,3.7816,293,13506,8,2,4,4,4.0,87,Strategy ,234,7.17155,"Area Majority / Influence
Variable Phase Order
",Unknown,,,,,,
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures ,419,2016,5672,7.61261,7.0242,1.46579,2.2,80,11413,0,1,4,2,2.0,72,Thematic,82,7.22113,"Cooperative Game
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",$46.39,,,,,,
Sword & Sorcery ,420,2017,4786,7.91706,7.02361,1.53481,4.1067,253,15115,0,1,4,1,2.0,148,Thematic,63,7.29082,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Modular Board
Role Playing
",$63.99,,,,,,
Sprawlopolis ,421,2018,9664,7.36166,7.02319,1.15387,1.839,236,88828,2,1,2,1,1.0,221,Family ,87,7.097,"Closed Drafting
Cooperative Game
Hand Management
Layering
Solo / Solitaire Game
Tile Placement
",Unknown,,,,,,
Skull ,422,2011,21525,7.19499,7.02211,1.40505,1.1166,549,108850,6,3,6,5,6.0,245,Party ,31,7.04515,"Auction/Bidding
Bids As Wagers
Hand Management
Player Elimination
",Unknown,,,,,,
Firefly: The Game ,423,2013,11802,7.39155,7.02068,1.56395,2.9544,526,21952,2,1,4,3,3.0,227,Thematic,121,7.07455,"Area Movement
Dice Rolling
Open Drafting
Pick-up and Deliver
Solo / Solitaire Game
Take That
",$85.31,,,,,,
Clash of Cultures ,424,2012,5699,7.57945,7.0206,1.43032,3.5978,363,11919,2,2,4,3,4.0,134,Strategy ,250,7.14164,"Action Points
Area Majority / Influence
Dice Rolling
Grid Movement
Hand Management
Hexagon Grid
",Unknown,,,,,,
Space Hulk (Third Edition) ,425,2009,7058,7.52842,7.01936,1.80161,2.7862,538,10361,8,2,2,2,2.0,120,Thematic,87,7.20491,"Action Points
Dice Rolling
Grid Movement
Modular Board
Scenario / Mission / Campaign Game
",Unknown,,,,,,
Santa Maria ,426,2017,6675,7.48498,7.01823,1.18633,3.0391,256,20742,3,1,4,3,3.0,153,Strategy ,267,7.12333,"Dice Rolling
Network and Route Building
Open Drafting
Set Collection
Tile Placement
Variable Player Powers
",$59.99,,,,,,
Unmatched: Robin Hood vs. Bigfoot ,427,2019,3575,7.94294,7.01608,1.2318,1.9286,42,5199,0,2,2,2,2.0,26,Strategy ,252,7.13896,"Action Points
Card Play Conflict Resolution
Hand Management
Line of Sight
Point to Point Movement
Variable Player Powers
",Unknown,,,,,,
Stockpile ,428,2015,6855,7.47427,7.01541,1.23904,2.1093,183,19774,3,3,5,4,5.0,99,Strategy ,275,7.11243,"Auction: Fixed Placement
Auction/Bidding
Commodity Speculation
Constrained Bidding
Investment
Market
",Unknown,,,,,,
Blitzkrieg!: World War Two in 20 Minutes ,429,2019,5070,7.61648,7.01513,1.10916,1.9308,130,19832,2,1,2,2,2.0,89,War ,64,7.32356,"Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Kill Steal
Race
Solo / Solitaire Game
",Unknown,,,,,,
Spartacus: A Game of Blood and Treachery ,430,2012,8534,7.4655,7.01356,1.54908,2.7273,385,14642,2,3,4,4,4.0,164,Thematic,111,7.11953,"Auction/Bidding
Betting and Bluffing
Bribery
Dice Rolling
Grid Movement
Hand Management
",Unknown,,,,,,
Mythic Battles: Pantheon ,431,2017,3046,8.35211,7.01286,1.54442,3.0325,123,9418,0,2,4,2,2.0,78,Strategy ,244,7.15509,"Area Movement
Campaign / Battle Card Driven
Command Cards
Dice Rolling
Hand Management
Line of Sight
",Unknown,,,,,,
Cubitos ,432,2021,7450,7.45503,7.01283,1.1961,2.1918,146,28689,3,2,4,4,4.0,96,Family ,82,7.11159,"Catch the Leader
Deck, Bag, and Pool Building
Delayed Purchase
Dice Rolling
Market
Push Your Luck
",$46.01,,,,,,
Fresco ,433,2010,12918,7.25844,7.01214,1.14948,2.6284,689,25679,20,2,4,4,4.0,205,Strategy ,306,7.06381,"Action Queue
Grid Movement
Market
Set Collection
Simultaneous Action Selection
Turn Order: Stat-Based
",$89.99,Family ,93,7.0769,,,
Macao ,434,2009,7390,7.41374,7.01183,1.33363,3.1347,542,26141,6,2,4,3,3.0,155,Strategy ,274,7.11281,"Action Points
Dice Rolling
Hand Management
Network and Route Building
Open Drafting
Pick-up and Deliver
",Unknown,,,,,,
Dune ,435,1979,5815,7.59478,7.01166,1.69387,3.4501,571,6843,0,4,6,6,6.0,162,Thematic,90,7.18891,"Alliances
Area Majority / Influence
Area Movement
Auction/Bidding
Force Commitment
Hand Management
",Unknown,Strategy ,285,7.09597,,,
Claustrophobia ,436,2009,6988,7.47711,7.01026,1.37947,2.4824,454,17408,7,2,2,2,2.0,118,Thematic,94,7.17265,"Dice Rolling
Grid Movement
Line of Sight
Modular Board
Scenario / Mission / Campaign Game
Variable Player Powers
",$249.99,,,,,,
Biblios ,437,2007,17276,7.19825,7.0092,1.1862,1.6835,790,82828,3,2,4,3,3.0,370,Strategy ,319,7.0402,"Auction/Bidding
Auction: Turn Order Until Pass
Closed Drafting
Commodity Speculation
Hand Management
Set Collection
",Unknown,Family ,97,7.05936,,,
Advanced Squad Leader ,438,1985,3782,8.00039,7.00907,2.07076,4.7368,718,19541,0,1,2,2,2.0,129,War ,16,7.71311,"Critical Hits and Failures
Dice Rolling
Grid Movement
Hexagon Grid
Interrupts
Line of Sight
",Unknown,,,,,,
Thunderstone Quest ,439,2018,4219,7.78593,7.00723,1.41081,2.837,92,15365,1,2,3,2,2.0,82,Strategy ,247,7.15408,"Deck, Bag, and Pool Building
",$99.99,,,,,,
Mice and Mystics ,440,2012,19069,7.24382,7.00592,1.42443,2.7206,766,48151,8,1,4,4,4.0,259,Thematic,134,7.04321,"Area Movement
Cooperative Game
Dice Rolling
Multiple Maps
Role Playing
Scenario / Mission / Campaign Game
",$63.99,,,,,,
King of Tokyo: Dark Edition ,441,2020,4826,7.69868,7.00532,1.20342,1.6316,114,18393,0,3,6,4,5.0,70,Family ,71,7.13935,"Dice Rolling
King of the Hill
Open Drafting
Player Elimination
Push Your Luck
",$79.27,,,,,,
The Manhattan Project ,442,2012,9796,7.33145,7.00435,1.26274,2.959,488,20022,1,2,5,4,4.0,146,Strategy ,303,7.06624,"Action Retrieval
Closed Drafting
Race
Take That
Worker Placement
Worker Placement, Different Worker Types
",Unknown,,,,,,
Flash Point: Fire Rescue ,443,2011,23667,7.16611,7.0031,1.25453,2.1979,945,81286,5,1,6,4,4.0,323,Thematic,139,7.01128,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Pick-up and Deliver
Simulation
",$49.95,Family ,108,7.02009,,,
ISS Vanguard ,444,2022,2375,8.74682,7.00285,1.5466,3.6169,154,10665,4,1,4,1,2.0,131,Thematic,41,7.45784,"Cooperative Game
Dice Rolling
Open Drafting
Scenario / Mission / Campaign Game
Storytelling
Variable Player Powers
",$153.95,,,,,,
