Title,ObjectID,Link,Rank,Year,Designers,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,NumGeekLists,NumTrading,NumWanting,NumWish,NumOwned,NumComments,NumWantToPlay,NumFans,Views,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Expansions,Categories,GameCategory_1,RankCategory_1,ScoreCategory_1,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Archduke ,332943,https://boardgamegeek.com/boardgame/332943/archduke,8370,2020,['Ryan Tibbitts'],195,7.49,5.61057,1.79487,1.3,10,768,0,17,6,10,130,419,53,81,43,32606,3.0,6.0,4.0,4.0,6,15,25,"['Matching', 'Memory', 'Take That']",[],"['Bluffing', 'Card Game', 'Deduction', 'Memory', 'Party Game']",,,,,,,,,,
Karakum ,371340,https://boardgamegeek.com/boardgame/371340/karakum,8505,2023,['Arif Nezih Savi'],193,6.94326,5.60766,1.71647,1.3571,14,564,0,26,4,4,74,285,47,45,34,22462,2.0,4.0,4.0,4.0,7,15,15,"['Hand Management', 'Matching', 'Open Drafting']",[],['Card Game'],,,,,,,,,,
Trivial Pursuit: Classic Edition ,248702,https://boardgamegeek.com/boardgame/248702/trivial-pursuit-classic-edition,8642,2016,['(Uncredited)'],842,5.97827,5.60438,1.65233,1.25,16,1564,0,34,14,4,57,2395,137,34,16,45115,3.0,5.0,4.0,4.0,8,45,90,"['Roll / Spin and Move', 'Set Collection']",[],"['Party Game', 'Trivia']",Party,594.0,5.64055,17.99,,,,,,
Jumanji Fluxx ,272542,https://boardgamegeek.com/boardgame/272542/jumanji-fluxx,8534,2019,['Andrew Looney'],275,6.58244,5.60718,1.46558,1.3333,6,1229,0,75,22,7,69,1278,60,39,13,23316,3.0,5.0,4.0,4.0,3,5,30,"['Hand Management', 'Set Collection']","['Jumanji Fluxx: Bonus Pack', 'Solo Fluxx']","['Card Game', 'Movies / TV / Radio theme']",Family,2116.0,5.65236,17.0,,,,,,
Wool Rules ,28037,https://boardgamegeek.com/boardgame/28037/wool-rules,8594,2007,['Alessandro Zucchini'],636,5.99265,5.60559,1.22982,1.4925,67,1289,2,201,56,14,44,1222,184,31,8,49798,3.0,6.0,4.0,4.0,10,30,30,"['Dice Rolling', 'Push Your Luck', 'Set Collection']",[],"['Animals', 'Card Game', 'Dice']",,,,,,,,,,
Kampf gegen das Spiessertum ,238221,https://boardgamegeek.com/boardgame/238221/kampf-gegen-das-spiessertum,8528,2017,['Angela Vögtli'],278,6.70248,5.60738,1.9756,1.0,8,887,0,12,2,4,41,595,26,17,13,12899,4.0,7.0,6.0,6.0,5,30,500,"['Hand Management', 'Simultaneous Action Selection']","['Kampf gegen das Spießertum: Aluhut-Erweiterung', 'Kampf gegen das Spiessertum: Big Box', 'Kampf gegen das Spiessertum: Fan-Erweiterung', 'Kampf gegen das Spiessertum: Fussballerweiterung', 'Kampf gegen das Spießertum: Promo Card Pack M1', 'Kampf gegen das Spießertum: Shot Erweiterung']","['Card Game', 'Humor', 'Mature / Adult', 'Party Game']",,,,,,,,,,
Figure It ,14940,https://boardgamegeek.com/boardgame/14940/figure-it,8545,1975,['Alex Randolph'],259,6.54031,5.60684,1.2077,1.3,20,1050,2,38,3,9,38,518,52,40,17,36344,2.0,5.0,4.0,4.0,8,20,20,[],[],['Deduction'],Abstract,332.0,5.89209,,Family,2132.0,5.64894,,,
Anomia X ,225062,https://boardgamegeek.com/boardgame/225062/anomia-x,8589,2017,['Andrew Innes'],243,6.6762,5.60574,1.58718,1.0,6,683,0,38,18,18,109,754,54,44,9,30952,3.0,6.0,5.0,6.0,3,30,60,['Pattern Recognition'],[],"['Card Game', 'Mature / Adult', 'Party Game', 'Real-time', 'Trivia', 'Word Game']",,,,,,,,,,
Good Face Bad Face ,379297,https://boardgamegeek.com/boardgame/379297/good-face-bad-face,8602,2023,['Ed Naujokas'],246,6.66429,5.60526,1.41554,1.1111,9,1194,0,21,8,14,121,583,56,57,17,24976,3.0,5.0,4.0,5.0,7,5,30,['Push Your Luck'],[],"['Bluffing', 'Card Game', 'Party Game']",,,,,,,,,,
Castle Crush! ,151251,https://boardgamegeek.com/boardgame/151251/castle-crush,8598,2013,['Tsai Huei-Chiang'],229,6.5959,5.60547,1.46571,1.4706,17,710,0,128,14,42,131,261,69,57,18,77100,3.0,4.0,4.0,4.0,4,15,15,['Pattern Building'],['Castle Crush! Cubes & Cards'],['Action / Dexterity'],Family,2153.0,5.64517,,,,,,,
Cranium Scribblish ,82610,https://boardgamegeek.com/boardgame/82610/cranium-scribblish,8629,2009,['Brian Weinstock'],390,6.27954,5.60457,1.64609,1.0,19,753,2,176,45,2,29,1228,117,24,13,48136,5.0,6.0,6.0,6.0,9,20,20,"['Dice Rolling', 'Line Drawing', 'Voting']",[],"['Dice', 'Party Game']",Party,481.0,5.76254,21.99,,,,,,
King of Tokyo: Origins ,403240,https://boardgamegeek.com/boardgame/403240/king-of-tokyo-origins,8334,2024,['Richard Garfield'],169,7.33321,5.61126,1.25725,1.0,1,709,0,39,15,20,165,835,53,80,57,81326,3.0,4.0,4.0,4.0,2,30,30,"['Dice Rolling', 'Die Icon Resolution', 'King of the Hill', 'Player Elimination', 'Push Your Luck', 'Re-rolling and Locking']",[],"['Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",,,,15.26,,,,,,
Block Party ,379300,https://boardgamegeek.com/boardgame/379300/block-party,8502,2023,['Ed Naujokas'],228,6.71719,5.60771,1.15418,1.0,5,863,0,30,9,5,133,767,56,66,16,30713,3.0,6.0,5.0,5.0,3,15,20,"['Pattern Recognition', 'Semi-Cooperative Game']",[],"['Action / Dexterity', 'Party Game']",,,,,,,,,,
Most Wanted ,246146,https://boardgamegeek.com/boardgame/246146/most-wanted,8672,2018,"['Dominic Crapuchettes', 'Ken Gruhl', 'Quentin Weir']",282,6.53916,5.60366,1.49847,1.4,10,969,0,207,29,14,128,680,93,91,31,77878,2.0,8.0,4.0,6.0,10,15,35,"['Hand Management', 'Push Your Luck']",[],"['American West', 'Bluffing', 'Card Game', 'Party Game']",,,,,,,,,,
Taco Hat Cake Gift Pizza ,338678,https://boardgamegeek.com/boardgame/338678/taco-hat-cake-gift-pizza,8503,2021,['Dave Campbell (II)'],327,6.40357,5.60769,1.52385,1.0,4,1500,0,29,2,2,34,1014,47,18,8,25066,4.0,8.0,5.0,6.0,2,10,15,['Pattern Recognition'],[],"['Card Game', ""Children's Game"", 'Educational', 'Party Game', 'Real-time']",,,,,,,,,,
DC Spyfall ,221371,https://boardgamegeek.com/boardgame/221371/dc-spyfall,8862,2018,"['Matt Hyra', 'Alexandr Ushan', 'Dekan Wheeler']",350,6.3283,5.59992,1.65626,1.25,8,630,0,144,55,20,147,1188,85,90,19,57682,5.0,8.0,6.0,6.0,4,40,50,"['Acting', 'Role Playing', 'Voting']","['DC Spyfall: Comic Book Convention promo cards', 'DC Spyfall: Swamp Thing Location Card Promo Cards']","['Bluffing', 'Comic Book / Strip', 'Deduction', 'Humor', 'Party Game', 'Spies / Secret Agents']",,,,,,,,,,
6 nimmt! Brettspiel ,286533,https://boardgamegeek.com/boardgame/286533/6-nimmt-brettspiel,8720,2019,['Wolfgang Kramer'],257,6.55221,5.60263,1.37606,1.3333,3,1171,0,50,11,9,54,663,57,39,5,30931,2.0,6.0,5.0,6.0,3,25,25,"['Hand Management', 'Pattern Building', 'Simultaneous Action Selection']",[],"['Card Game', 'Number']",,,,,,,,,,
Party Panda Pirates ,365119,https://boardgamegeek.com/boardgame/365119/party-panda-pirates,8214,2024,"['Adrian Alamo Borja', 'Gabriel González ""Gabo""', 'Pepe Macba', 'Victor Valdés']",171,7.81144,5.61426,1.78045,1.4,5,618,0,25,3,18,189,636,66,148,213,43622,3.0,6.0,4.0,4.0,5,30,45,"['Dice Rolling', 'Flicking', 'Impulse Movement', 'Slide / Push']","['Creature Kingdoms: Mayhem Crossover', 'Party Panda Pirates: Avian Trilogy Party Cards!', 'Party Panda Pirates: Pandapalooza', 'Party Panda Pirates: Tidal Tiles']","['Action / Dexterity', 'Animals', 'Dice', 'Miniatures', 'Party Game', 'Video Game Theme']",,,,,,,,,,
In the Palm of Your Hand ,314397,https://boardgamegeek.com/boardgame/314397/in-the-palm-of-your-hand,8735,2020,['Timothée Decroix'],220,6.74085,5.60236,1.42583,1.0,6,491,0,77,28,11,127,665,59,108,47,46732,2.0,6.0,4.0,4.0,4,20,30,"['Communication Limits', 'Cooperative Game', 'Team-Based Game']",['In the Palm of your Hand: Life of Mei'],"['Deduction', 'Party Game']",,,,12.47,,,,,,
Haiclue ,286062,https://boardgamegeek.com/boardgame/286062/haiclue,8786,2019,['Will Leaf'],475,6.10779,5.60135,1.70358,1.3636,11,3838,0,94,7,12,70,207,120,42,10,26673,3.0,8.0,4.0,5.0,5,30,30,['Tile Placement'],[],"['Deduction', 'Party Game', 'Word Game']",Party,514.0,5.72301,,,,,,,
Mille Bornes ,590,https://boardgamegeek.com/boardgame/590/mille-bornes,8752,1954,['Edmond Dujardin'],8706,5.71491,5.60205,1.60138,1.2487,599,18244,0,2888,536,24,254,19550,2650,181,211,421014,2.0,4.0,4.0,4.0,85,45,45,"['Hand Management', 'Take That', 'Team-Based Game']",[],"['Card Game', 'Racing']",Family,2558.0,5.56703,75.99,,,,,,
Bugs on Rugs ,257349,https://boardgamegeek.com/boardgame/257349/bugs-on-rugs,8767,2019,['Peter C. Hayward'],230,6.54739,5.60162,1.18161,1.4444,9,960,0,96,22,8,89,607,68,67,16,32055,2.0,5.0,4.0,4.0,6,20,20,"['Open Drafting', 'Set Collection']",[],"['Animals', 'Card Game', 'Educational']",,,,,,,,,,
Troll & Dragon ,245085,https://boardgamegeek.com/boardgame/245085/troll-and-dragon,8785,2018,['Alexandre Emerit'],322,6.37496,5.60137,1.35041,1.1111,9,1505,1,49,6,6,72,701,60,36,9,40141,2.0,5.0,4.0,4.0,7,20,20,"['Dice Rolling', 'Push Your Luck']",[],"[""Children's Game"", 'Dice', 'Fantasy', 'Medieval', 'Real-time']",,,,13.99,,,,,,
Whoosh: Bounty Hunters ,227422,https://boardgamegeek.com/boardgame/227422/whoosh-bounty-hunters,8881,2017,['Theo K. Mavraganis'],428,6.21949,5.5994,1.50712,1.1429,14,1463,0,133,25,6,81,930,105,55,24,46029,2.0,8.0,4.0,6.0,7,10,10,['Pattern Recognition'],"['Artipia Games: The Promo Pack', 'Whoosh: Bounty Hunters – Kickstarter Promo Card']","['Action / Dexterity', 'Card Game', 'Fantasy', 'Party Game', 'Real-time']",Party,551.0,5.67819,,,,,,,
Auf falscher Fährte ,1317,https://boardgamegeek.com/boardgame/1317/auf-falscher-fahrte,8697,2001,['Jürgen Kraul'],200,6.75525,5.60309,1.24196,1.3333,9,381,0,77,7,20,50,334,86,51,8,38067,3.0,4.0,4.0,4.0,7,30,30,['Trick-taking'],[],['Card Game'],,,,,,,,,,
You've Got Crabs ,246759,https://boardgamegeek.com/boardgame/246759/youve-got-crabs,8689,2018,"['Matthew Inman', 'Elan Lee']",1119,5.93982,5.60316,1.66044,1.1579,19,1665,0,207,102,6,176,4826,252,108,30,97394,4.0,4.0,6.0,6.0,12,15,20,"['Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Team-Based Game']","[""You've Got Crabs: Imitation Crab Expansion Kit""]","['Animals', 'Card Game', 'Humor', 'Party Game']",Party,572.0,5.65939,,,,,,,
Animal Poker ,602,https://boardgamegeek.com/boardgame/602/animal-poker,8830,1988,['(Uncredited)'],316,6.40158,5.60065,1.75977,1.4444,18,780,0,67,37,5,36,788,77,25,7,48277,5.0,8.0,6.0,6.0,7,60,60,['Ladder Climbing'],[],"['Animals', 'Card Game', ""Children's Game""]",Party,504.0,5.73244,6.54,,,,,,
Romans Go Home! ,140997,https://boardgamegeek.com/boardgame/140997/romans-go-home,8758,2013,['Eric B. Vogel'],662,5.95715,5.60182,1.44016,1.2143,28,1972,0,193,75,8,67,1431,178,58,26,64802,2.0,4.0,4.0,4.0,14,15,15,"['Action Queue', 'Deck Construction', 'Hand Management', 'Open Drafting', 'Score-and-Reset Game']",[],"['Ancient', 'Card Game']",Family,2236.0,5.62877,13.52,,,,,,
Fast Forward: FORTUNE ,256801,https://boardgamegeek.com/boardgame/256801/fast-forward-fortune,8821,2018,['Friedemann Friese'],446,6.09442,5.60078,1.52885,1.1429,7,4298,0,194,54,26,111,912,99,80,6,42356,3.0,5.0,4.0,4.0,4,15,15,"['Hand Management', 'Set Collection']",[],"['Bluffing', 'Card Game', 'Math']",,,,,,,,,,
Reign of Dragoness ,366166,https://boardgamegeek.com/boardgame/366166/reign-of-dragoness,8836,2022,['Harrison Beck'],210,6.71325,5.60046,1.33099,1.2,5,1064,0,57,10,7,79,819,55,60,18,29048,4.0,5.0,4.0,4.0,2,10,40,"['Hand Management', 'Score-and-Reset Game']",[],"['Card Game', 'Fantasy']",,,,16.99,,,,,,
"Heist: One Team, One Mission ",282237,https://boardgamegeek.com/boardgame/282237/heist-one-team-one-mission,8845,2019,"['Rob Daviau', 'Bob Driscoll', 'Don Ullman']",279,6.45762,5.60031,1.35855,1.1,10,1818,1,68,20,11,95,745,84,64,9,38865,2.0,4.0,4.0,4.0,4,5,15,"['Action Timer', 'Cooperative Game', 'Kill Steal', 'Real-Time']",[],"['Action / Dexterity', 'Memory', 'Party Game', 'Real-time']",,,,17.63,,,,,,
Wrong Party ,336622,https://boardgamegeek.com/boardgame/336622/wrong-party,8686,2021,[],369,6.3916,5.60328,1.57718,1.2,10,913,0,48,19,3,169,1547,76,85,39,59574,4.0,5.0,5.0,5.0,4,30,60,"['Closed Drafting', 'Hand Management', 'Memory', 'Set Collection', 'Take That']",['Wrong Party: Cosplayer Promo Card'],"['Card Game', 'Fantasy', 'Humor', 'Party Game']",,,,,,,,,,
Ausgerechnet Buxtehude ,20761,https://boardgamegeek.com/boardgame/20761/ausgerechnet-buxtehude,8889,2005,"['Bernhard Lach', 'Uwe Rapp']",278,6.4036,5.59935,1.28746,1.375,24,642,4,60,20,0,21,562,63,16,5,30186,2.0,5.0,4.0,4.0,8,20,20,['Open Drafting'],[],['Trivia'],Party,485.0,5.75611,,Family,2165.0,5.64234,,,
Dilbert: Corporate Shuffle ,1814,https://boardgamegeek.com/boardgame/1814/dilbert-corporate-shuffle,8873,1997,['Richard Garfield'],645,5.96592,5.59962,1.57322,1.3065,62,1274,0,397,83,6,48,1163,263,25,12,60200,5.0,6.0,6.0,6.0,9,15,15,['Ladder Climbing'],[],"['Card Game', 'Comic Book / Strip', 'Humor']",Party,555.0,5.67616,,Family,2234.0,5.62897,,,
HITSTER: Schlager Party ,379066,https://boardgamegeek.com/boardgame/379066/hitster-schlager-party,8717,2023,[],259,6.47748,5.60269,1.83632,1.0,4,1830,0,4,3,5,32,753,37,13,6,11921,1.0,10.0,4.0,6.0,4,30,30,[],[],"['Card Game', 'Music', 'Party Game']",,,,,,,,,,
Disc Cover ,366067,https://boardgamegeek.com/boardgame/366067/disc-cover,8832,2022,"['Roberto Fraga', 'Juan Manuel Rivero']",306,6.53075,5.60062,1.54309,1.1111,9,1114,2,41,9,10,75,601,69,68,14,24465,3.0,8.0,6.0,6.0,3,20,20,"['Cooperative Game', 'Voting']",[],"['Card Game', 'Humor', 'Music', 'Party Game']",Party,483.0,5.76015,,,,,,,
Save Doctor Lucky ,1157,https://boardgamegeek.com/boardgame/1157/save-doctor-lucky,8841,2000,['James Ernest'],1185,5.84951,5.60038,1.44966,1.4894,94,832,0,419,118,19,104,3008,385,77,24,86574,3.0,7.0,5.0,5.0,4,30,30,"['Hand Management', 'Map Reduction', 'Take That']","['The Doctor Lucky Ambivalence Pack', 'Save Doctor Lucky on Moon Base Copernicus']","['Bluffing', 'Murder / Mystery', 'Nautical', 'Print & Play']",Thematic,1299.0,5.63726,,Family,2286.0,5.61787,,,
Pengoloo ,34819,https://boardgamegeek.com/boardgame/34819/pengoloo,8867,2007,['Thierry Denoual'],613,6.02044,5.5997,1.41877,1.0,16,4019,2,258,21,14,71,1500,229,25,12,68024,2.0,4.0,4.0,4.0,7,10,10,"['Memory', 'Set Collection']",[],"['Animals', ""Children's Game"", 'Dice', 'Memory']",Children's,270.0,5.78035,26.99,,,,,,
7 Ate 9 ,42206,https://boardgamegeek.com/boardgame/42206/7-ate-9,8866,2009,['Maureen Hiron'],626,6.09084,5.59971,1.49862,1.1,30,3555,0,122,33,7,71,1621,227,45,16,79122,2.0,4.0,4.0,4.0,10,5,5,"['Hand Management', 'Pattern Building']",[],"['Card Game', 'Math', 'Number']",Children's,283.0,5.75246,,Family,2213.0,5.63301,,,
Chez Goth ,9962,https://boardgamegeek.com/boardgame/9962/chez-goth,8912,2004,['Steve Jackson (I)'],714,5.9705,5.59878,1.43911,1.4219,64,614,0,182,78,8,59,1802,185,27,16,41446,3.0,5.0,4.0,5.0,6,60,60,"['Set Collection', 'Take That']",['Chez Goth: Promokarte Necronomicon'],['Card Game'],Thematic,1263.0,5.65501,,Party,582.0,5.65303,,,
HIT! Extreme ,435979,https://boardgamegeek.com/boardgame/435979/hit-extreme,8046,2024,['Reiner Knizia'],151,7.45397,5.61838,1.33405,1.0,5,1782,0,15,4,15,52,583,27,28,14,9886,2.0,5.0,4.0,5.0,2,15,15,['Push Your Luck'],[],"['American West', 'Card Game']",,,,,,,,,,
Time Bomb ,207764,https://boardgamegeek.com/boardgame/207764/time-bomb,8811,2016,['Pasquale Facchini'],226,6.70075,5.60088,1.57218,1.0,3,1980,0,24,3,4,34,637,20,24,11,38009,4.0,8.0,5.0,6.0,3,10,20,['Hand Management'],[],"['Card Game', 'Party Game']",Party,503.0,5.73273,,,,,,,
Kodama Forest ,302933,https://boardgamegeek.com/boardgame/302933/kodama-forest,8950,2020,"['Jenny Iglesias', 'Kevin Riley']",219,6.62941,5.59793,1.41455,1.1429,7,972,1,103,25,10,182,729,67,112,23,47939,2.0,6.0,5.0,5.0,3,30,30,['Tile Placement'],['Kodama Forest: Decrees Promo Pack'],['Abstract Strategy'],,,,,,,,,,
Tales & Games: The Pied Piper ,189056,https://boardgamegeek.com/boardgame/189056/tales-and-games-the-pied-piper,8982,2016,['Agnès Largeaud'],340,6.25654,5.5972,1.32484,1.375,8,929,0,87,36,17,109,1055,92,63,13,43909,3.0,5.0,4.0,5.0,6,20,20,"['Action Queue', 'Hand Management', 'Player Elimination', 'Take That']",[],"[""Children's Game""]",Family,2222.0,5.63074,,,,,,,
Mountain 53 ,136416,https://boardgamegeek.com/boardgame/136416/mountain-53,8973,2013,['Carlo A. Rossi'],343,6.25918,5.59736,1.28595,1.125,24,1242,6,63,8,12,74,420,87,34,12,40340,2.0,5.0,4.0,4.0,7,30,30,['Simultaneous Action Selection'],[],"['Action / Dexterity', 'Card Game', ""Children's Game""]",Family,2202.0,5.63498,,,,,,,
Animix ,300099,https://boardgamegeek.com/boardgame/300099/animix,8962,2020,['Mathieu Bossu'],302,6.40328,5.5976,1.38099,1.4286,7,1194,0,110,21,4,104,723,74,74,17,69345,3.0,6.0,4.0,4.0,6,10,10,"['Hand Management', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']",[],"['Animals', 'Card Game']",,,,,,,,,,
Lost in R'lyeh ,197707,https://boardgamegeek.com/boardgame/197707/lost-in-rlyeh,8975,2016,['Kedric Winks'],573,6.04951,5.59733,1.50206,1.1429,7,1425,0,141,59,6,86,1616,166,57,29,80770,2.0,5.0,4.0,5.0,7,45,45,"['Hand Management', 'Player Elimination', 'Single Loser Game']","[""Lost in R'lyeh: Strange Laws Beyond Our Ken Promo Card"", ""Lost in R'lyeh: Unholy Presents""]","['Card Game', 'Horror']",,,,25.07,,,,,,
Activity ,8790,https://boardgamegeek.com/boardgame/8790/activity,9042,1990,"['Ulrike Catty', 'Paul Catty', 'Hans Führer', 'Maria Führer', 'Ernst Führer']",1393,5.85984,5.59611,1.62501,1.1163,86,2731,1,168,39,3,42,2338,238,34,13,271733,4.0,4.0,6.0,6.0,26,45,45,"['Acting', 'Action Timer', 'Communication Limits', 'Line Drawing', 'Paper-and-Pencil', 'Team-Based Game', 'Track Movement']","['Activity 1996', 'Activity 1997', 'Activity Die siebziger Jahre! Zusatzkarten', 'Activity Ergänzungsset 1000 Jahre Österreich', 'Activity for English I/II', 'Activity Pótkérdések I.']","['Action / Dexterity', 'Card Game', 'Party Game']",Party,611.0,5.62263,,,,,,,
Spook Manor ,323841,https://boardgamegeek.com/boardgame/323841/spook-manor,9039,2022,"['David Bruglia', 'Drake Villareal']",164,6.92226,5.59616,1.23967,1.375,8,852,0,29,7,20,103,462,37,59,36,23724,3.0,6.0,4.0,6.0,6,30,30,"['Closed Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Tile Placement']",[],['Card Game'],Family,2204.0,5.63424,,,,,,,
Jalape-NO! ,206,https://boardgamegeek.com/boardgame/206/jalape-no,8981,1998,"['Michael Kiesling', 'Wolfgang Kramer']",342,6.23529,5.59722,1.45891,1.4,20,877,0,99,30,16,123,773,105,77,18,45647,3.0,9.0,4.0,4.0,8,45,45,['Trick-taking'],[],['Card Game'],Family,2199.0,5.63577,11.69,,,,,,
HILO ,285893,https://boardgamegeek.com/boardgame/285893/hilo,8852,2019,"['Knut Strømfors', 'Eilif Svensson']",356,6.33688,5.60008,1.58837,1.1875,16,3146,2,30,1,3,44,746,48,37,13,39929,2.0,6.0,4.0,4.0,10,30,30,[],[],['Card Game'],Family,2192.0,5.63664,,,,,,,
Antiquity Quest ,286559,https://boardgamegeek.com/boardgame/286559/antiquity-quest,9046,2019,"['Jessica Beck', 'Harrison Beck']",223,6.62557,5.59602,1.43868,1.2,5,771,0,90,28,8,78,794,63,51,14,33391,2.0,6.0,4.0,4.0,5,30,90,"['End Game Bonuses', 'Hand Management', 'Set Collection', 'Take That']",[],"['Ancient', 'Card Game', 'Civilization']",,,,,,,,,,
Abstratus ,263351,https://boardgamegeek.com/boardgame/263351/abstratus,9017,2018,"['Auber Bettinelli', 'Thelma Löbel', 'Alberto Duvivier Tembo']",110,8.29749,5.59666,1.38579,1.0,4,808,0,20,1,6,44,198,18,13,12,12823,3.0,4.0,4.0,4.0,4,30,40,"['Auction / Bidding', 'Pattern Building', 'Pattern Recognition', 'Real-Time', 'Targeted Clues', 'Voting']","['Abstratus: Artes Visuais', 'Abstratus: Kit Expansão']","['Humor', 'Party Game', 'Word Game']",,,,,,,,,,
Bluffer ,58782,https://boardgamegeek.com/boardgame/58782/bluffer,9025,1993,['Gilles Monnet'],152,7.10401,5.59647,1.16283,1.2,5,270,0,7,8,2,16,331,19,18,1,16075,4.0,10.0,6.0,6.0,6,20,20,"['Player Judge', 'Simultaneous Action Selection']",[],"['Bluffing', 'Trivia']",,,,,,,,,,
Dicht dran ,137933,https://boardgamegeek.com/boardgame/137933/dicht-dran,9091,2013,['Reinhard Staupe'],260,6.39028,5.59498,1.15278,1.45,20,1142,2,96,17,11,67,476,78,49,5,27979,3.0,5.0,4.0,4.0,4,20,20,"['Hand Management', 'Simultaneous Action Selection']",[],"['Card Game', 'Number']",Family,2207.0,5.63352,,,,,,,
Teenage Mutant Ninja Turtles: Turtle Power Card Game ,279014,https://boardgamegeek.com/boardgame/279014/teenage-mutant-ninja-turtles-turtle-power-card-gam,9034,2019,"['Antoine Bauza', 'Corentin Lebrat', 'Ludovic Maublanc', 'Nicolas Oury', 'Théo Rivière']",339,6.31291,5.59626,1.58622,1.0909,11,1696,0,60,18,8,106,844,98,89,19,42587,4.0,6.0,5.0,6.0,11,10,15,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']",[],"['Action / Dexterity', 'Animals', ""Children's Game"", 'Comic Book / Strip', 'Movies / TV / Radio theme', 'Party Game']",Party,534.0,5.70555,,,,,,,
Alienation ,188991,https://boardgamegeek.com/boardgame/188991/alienation,9160,2016,"['Chris Lombardi', 'Coryn Lombardi']",191,7.32989,5.59363,1.48048,1.1429,7,255,0,43,11,5,45,295,85,18,121,24257,2.0,4.0,4.0,4.0,2,15,30,"['Open Drafting', 'Take That', 'Tile Placement']",[],"['Card Game', 'Science Fiction']",Family,2257.0,5.62401,,,,,,,
Trash Talk ,387219,https://boardgamegeek.com/boardgame/387219/trash-talk,8918,2023,"['Matt Fantastic', 'Andrea Pincumbe']",207,6.72348,5.59871,1.5233,1.3333,3,1034,0,31,6,11,105,446,54,72,19,23596,3.0,8.0,4.0,6.0,3,20,45,"['Communication Limits', 'Cooperative Game']",[],['Party Game'],,,,,,,,,,
Snowman Dice ,271038,https://boardgamegeek.com/boardgame/271038/snowman-dice,9143,2019,['Mike Elliott'],351,6.2385,5.59398,1.51561,1.0,8,1734,1,73,15,17,117,690,86,69,16,32505,3.0,4.0,4.0,4.0,6,10,10,['Dice Rolling'],[],['Action / Dexterity'],Children's,199.0,5.88267,,,,,,,
Black Stories 3 ,26054,https://boardgamegeek.com/boardgame/26054/black-stories-3,9055,2006,['Holger Bösch'],565,6.05316,5.59578,1.48794,1.25,20,1568,0,48,30,4,40,1659,89,23,10,29658,3.0,10.0,4.0,6.0,5,45,45,['Storytelling'],[],"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder / Mystery', 'Party Game']",Party,519.0,5.72002,,,,,,,
Zero to 100 ,360056,https://boardgamegeek.com/boardgame/360056/zero-to-100,9145,2022,['Antonin Boccara'],248,6.43841,5.59395,1.21633,1.0,3,1241,0,22,3,13,57,530,50,39,5,17773,3.0,4.0,6.0,6.0,4,15,20,['Team-Based Game'],[],"['Party Game', 'Trivia']",,,,9.84,,,,,,
Black Stories: Funny Death Edition ,96345,https://boardgamegeek.com/boardgame/96345/black-stories-funny-death-edition,9219,2011,"['Holger Bösch', 'Corinna Harder', 'Jens Schumacher']",561,6.01861,5.5926,1.5437,1.0,21,1828,0,50,21,3,37,1650,81,21,7,29217,3.0,10.0,4.0,6.0,8,20,20,['Storytelling'],[],"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder / Mystery', 'Party Game']",Party,545.0,5.68327,,,,,,,
Ninja Master ,361314,https://boardgamegeek.com/boardgame/361314/ninja-master,8997,2022,['Reiner Knizia'],237,6.57684,5.59703,1.39626,1.0,6,907,0,60,19,22,121,650,53,83,15,23308,3.0,5.0,4.0,4.0,5,15,15,"['Dice Rolling', 'Pattern Recognition', 'Speed Matching']",[],"['Action / Dexterity', 'Dice', 'Real-time']",,,,,,,,,,
We Didn't Playtest This: Legacies ,123129,https://boardgamegeek.com/boardgame/123129/we-didnt-playtest-this-legacies,9194,2012,['Chris Cieslik'],486,6.07814,5.593,1.84128,1.0,10,2321,0,146,26,8,68,1567,134,46,16,51240,4.0,10.0,5.0,6.0,1,1,10,"['Hand Management', 'Legacy Game', 'Rock-Paper-Scissors']","['No Lo Testeamos Ni Un Poco: Drinking', 'No Lo Testeamos Ni Un Poco: El Musical', 'No Lo Testeamos Ni Un Poco: Kinético', 'No Lo Testeamos Ni Un Poco: Picante', 'No Lo Testeamos Ni Un Poquito', 'No lo Testeamos... La Caja']","['Card Game', 'Party Game']",,,,13.95,,,,,,
Vampire ,497,https://boardgamegeek.com/boardgame/497/vampire,9151,2000,['Reiner Knizia'],643,5.9412,5.59386,1.26103,1.3425,73,1429,0,262,46,18,69,960,235,36,11,78332,3.0,5.0,4.0,4.0,10,30,30,"['Hand Management', 'Set Collection']",[],"['Card Game', 'Horror']",Family,2245.0,5.62632,,,,,,,
